Annotation/Divergence	AB425_SB139.M (1348270.0 total)	AB426_SB139.M (919032.0 total)	AB427_SB139.M (1076940.0 total)	AB428_SB139.M (1045155.0 total)	AB429_SB139.M (1152020.0 total)	AB430_SB139.M (1353472.0 total)	AB431_SB139.M (984314.0 total)	AB432_SB139.M (1095253.0 total)
Galr3|Galnr3|-|15 E1|15 37.7 cM|protein-coding	0	0	0	0	0	1	0	0
Vmn2r19|EG232358|-|6|6 F2|protein-coding	0	0	0	0	0	0	0	0
Srsf3|AL024116|Sfrs3|X16|-|17 A3.3|17 15.03 cM|protein-coding	128	106	123	118	116	142	91	129
4930527F14Rik|-|-|14|14 C1|ncRNA	0	0	0	0	0	0	0	0
Efcab7|mKIAA1799|-|4|4 C6|protein-coding	4	4	4	2	6	7	3	6
Ep300|A430090G16|A730011L11|KAT3B|p300|p300 HAT|-|15|15 E1|protein-coding	6	0	8	9	3	3	4	2
Ccdc89|1700019B01Rik|AU022100|BOIP|-|7|7 E1|protein-coding	2	0	3	1	0	0	0	0
Dnajc19|1810055D05Rik|AA959924|Tim14|-|3 A3|3|protein-coding	15	16	7	18	15	19	13	10
Gm16523|A130054J05Rik|-|2|2 B|pseudo	0	2	0	0	0	0	0	0
Mirlet7g|Mirnlet7g|let-7g|mmu-let-7g|-|9|9 F1|ncRNA	0	0	0	0	0	0	0	0
Ttc25|4933404O19Rik|-|11|11 D|protein-coding	13	13	11	13	11	8	19	13
Olfr1431|MOR214-5|-|19|19 A|protein-coding	0	0	0	0	0	0	0	0
Tec|-|-|5 C3.2|5 38.44 cM|protein-coding	11	6	6	10	15	7	5	8
5730435O14Rik|-|-|10|10 B2|ncRNA	0	0	0	0	0	0	0	0
Hdac3|AW537363|-|18 19.81 cM|18 B3|protein-coding	83	64	61	59	65	80	48	90
2010010A06Rik|5033420E22Rik|-|18|18 E3|ncRNA	0	0	0	0	0	0	0	0
Rplp1|2410042H16Rik|Arpp1|C430017H15Rik|-|9|9 B|protein-coding	593	418	454	506	543	616	456	447
Nsun7|4921525L17Rik|-|5|5 C3.1|protein-coding	0	1	0	0	0	1	0	2
4930548H24Rik|AI427865|-|5|5 B1|protein-coding	0	0	0	0	0	0	0	0
A630012P03Rik|-|-|X|X A5|ncRNA	0	0	0	0	0	0	0	0
BC029722|-|-|2 H1|2|ncRNA	255	174	192	188	251	324	167	175
Mir8111|Gm27823|mmu-mir-8111|-|8|8 C2|ncRNA	0	0	0	0	0	0	0	0
Vmn1r47|V1RA7|V1ra4|-|6|6 D1|protein-coding	0	0	0	0	0	0	0	0
1700047M11Rik|-|-|1|1 H5|ncRNA	0	0	0	0	0	0	0	0
Phkg2|1500017I02Rik|-|7|7 F3|protein-coding	42	39	45	49	57	58	43	54
Slc13a2|Nadc1|mNaDC-1|-|11 B5|11 46.74 cM|protein-coding	0	0	0	0	0	0	0	0
Vmn2r-ps54|1700108E19Rik|4930562N12Rik|Casr-rs5|ENSMUSG00000078527|Gm10948|Gprc2a-rs5|-|7 B3|7|pseudo	0	0	0	0	0	0	0	0
Gm22291|Rn5s30|-|8 E1|8|rRNA	0	0	0	0	0	0	0	0
Vwc2|A930041G11Rik|G11|PSST739|UNQ739|cradin|-|11|11 A1|protein-coding	0	1	0	0	0	0	0	0
Rnase11|Raj1|-|14|14 C1|protein-coding	0	0	0	0	0	0	0	0
Pla2g12a|2310004B05Rik|GXII|GXII-1|GXII-1-PLA2|Pla2g12|Rossy|mGXII-1|-|3|3 G3|protein-coding	50	29	53	37	24	26	18	26
Hps6|5330434M19Rik|BLOC2|ru|-|19 C3|19 38.75 cM|protein-coding	17	3	16	12	15	17	7	16
Rmdn1|Fam82b|RMD-1|-|4|4 A3|protein-coding	13	7	8	7	10	12	6	12
Skint1|OTTMUSG00000008542|Skint-1|-|4|4 D1|protein-coding	0	0	0	0	0	0	0	0
Thrap3|9330151F09Rik|B230333E16Rik|Trap150|-|4|4 D2.2|protein-coding	18	11	13	13	6	21	9	10
Miat|3632434I06|A230057G18Rik|Rncr2|gomafu|-|5|5 F|ncRNA	0	0	0	0	0	0	0	0
Usp11|6230415D12Rik|mKIAA4085|-|X|X A1.3|protein-coding	6	3	6	3	5	3	7	5
Mirlet7f-1|Mirlet7f1|Mirnlet7f1|let-7f-1|-|13|13 A5|ncRNA	0	0	0	0	0	0	0	0
Amer3|9430069J07Rik|Fam123c|-|1|1 B|protein-coding	0	0	0	0	0	0	0	0
Ran|-|-|5|5 G1.3|protein-coding	196	119	159	159	184	187	147	177
Fam71e2|4930401F20Rik|-|7|7 A1|protein-coding	0	0	0	0	0	0	0	0
Cln6|1810065L06Rik|AW743417|D9Bwg1455e|nclf|-|9 B|9 33.89 cM|protein-coding	28	22	23	17	22	29	21	26
Mgat4d|4933434I20Rik|GnT1IP|GnT1IP-L|-|8|8 C2|protein-coding	0	0	0	0	0	0	0	0
Dicer1|1110006F08Rik|D12Ertd7e|mKIAA0928|-|12 E|12 54.83 cM|protein-coding	24	8	18	5	18	14	4	14
Gm10024|ENSMUSG00000057573|-|10|10 C1|protein-coding	0	0	0	0	0	0	0	0
Olfr1504|MOR212-2|-|19|19 A|protein-coding	0	0	0	0	0	0	0	0
Cirbp|Cirp|R74941|-|10 C1|10 39.72 cM|protein-coding	43	26	38	29	28	40	30	34
Timp2|D11Bwg1104e|Timp-2|-|11 E2|11 83.09 cM|protein-coding	214	111	220	202	211	253	199	242
Dnm3|9630020E24Rik|AW061159|B230343F03Rik|C530045C17|mKIAA0820|-|1|1 H2.1|protein-coding	0	3	0	1	0	0	0	1
Tmem50b|AU015466|AU019872|B230114J08Rik|-|16|16 C3.3|protein-coding	84	60	87	67	87	97	75	86
Mms22l|F730047E07Rik|Gm134|-|4|4 A3|protein-coding	0	1	0	4	3	2	2	2
Poc5|1200014M14Rik|AV144706|-|13|13 D1|protein-coding	12	3	12	8	4	14	10	14
Iqgap2|4933417J23Rik|A630053O10|AI788777|-|13 D1|13 50.26 cM|protein-coding	1	6	1	3	3	5	5	5
Ankrd23|1110058D09Rik|2310041C05Rik|AI853437|Darp|MARP3|-|1|1 B|protein-coding	191	115	147	144	160	240	122	224
Mir7051|Gm27685|mmu-mir-7051|-|7|7 B3|ncRNA	80	66	83	106	104	109	73	127
Nmrk2|2310015C21Rik|Itgb1bp3|Mibp|-|10|10 C1|protein-coding	0	0	0	1	2	1	1	2
Brox|0610010K06Rik|-|1|1 H5|protein-coding	32	30	36	32	46	55	39	29
Reg3a|AV063448|-|6 C3|6 34.76 cM|protein-coding	0	0	0	0	0	0	0	0
Zfp384|BB163993|C130073D16Rik|Ciz|NP|Nmp4|-|6|6 F2|protein-coding	4	5	8	5	10	11	13	5
Srbd1|AI461933|C85414|D530025C17Rik|-|17|17 E4|protein-coding	5	0	6	5	2	5	3	7
Nectin1|AI835281|AW549174|Cd111|HIgR|HveC|PRR|PRR1|Pvrl1|nectin-1|-|9|9 A5.1|protein-coding	3	0	1	2	3	1	3	3
Slmo1|A230074A19Rik|BC019561|Prelid3a|-|18|18 E1|protein-coding	0	0	0	3	1	0	0	2
Rpp14|2610511E03Rik|AA682089|-|14|14 A1|protein-coding	46	32	39	35	38	54	31	34
Plxna1|2600013D04Rik|NOV|PlexA1|Plxn1|mKIAA4053|-|6|6 D1|protein-coding	16	9	9	14	11	21	12	18
Vmn2r118|EG383258|EG668547|Vmn2r119|-|17|17 C|protein-coding	0	0	0	0	0	0	0	0
Gm6548|EG625054|-|17|17 E3|pseudo	30	13	4	13	16	8	5	12
8030423F21Rik|-|-|5|5 C1|ncRNA	0	0	0	1	1	0	1	0
Atpif1|Atpi|IF(1)|If1|-|4|4 D2.3|protein-coding	644	408	534	479	519	637	513	500
Tcaim|D9Ertd402e|Gm1129|TOAG-1|-|9 F4|9 73.14 cM|protein-coding	13	8	7	6	4	11	11	13
Bckdha|-|-|7|7 A3|protein-coding	86	78	70	74	81	102	58	90
Cdt1|2610318F11Rik|AW545653|C76791|Ris2|-|8|8 E1|protein-coding	10	6	9	9	6	10	17	9
Snrpg|2810024K17Rik|AL022803|SMG|sm-G|snRNP-G|-|6|6 D1|protein-coding	135	55	106	85	68	106	69	82
Lrrc58|1810012N18Rik|C330018J07Rik|-|16|16 B3|protein-coding	968	447	504	559	531	599	354	435
E230025N22Rik|EG240216|-|18|18 B2|protein-coding	0	0	0	0	1	0	0	0
A530032D15Rik|Gm1888|-|1|1 C5|protein-coding	0	0	0	0	0	0	0	0
Spsb1|1110014L01Rik|4930422J18Rik|AI596360|AI854583|SSB-1|SSB1|-|4|4 E2|protein-coding	37	18	19	19	35	32	20	19
B430212C06Rik|-|-|18|18 E1|ncRNA	0	0	0	0	0	0	0	0
Pik3ip1|1500004A08Rik|5830455E04Rik|Crkd|Hgfl|-|11|11 A1|protein-coding	245	187	221	186	291	347	195	203
Abca3|1810036E22Rik|ABC-C|Abc3|-|17|17 A3.3|protein-coding	37	17	31	26	34	62	28	37
Cplx2|921-L|AI413745|AW492120|-|13|13 B1|protein-coding	18	12	19	19	9	21	11	14
Amd2|AdoMetDC|Amd1|Amd3|ENSMUSG00000063953|-|10|10 B1|protein-coding	12	6	7	6	8	12	2	4
Tmem42|0610027O18Rik|4933429E06Rik|AV003444|D9Ertd662e|-|9 F4|9 73.52 cM|protein-coding	26	30	25	29	30	32	25	35
Zc3h12c|A230108E06|C230027N18Rik|mKIAA1726|-|9|9 A5.3|protein-coding	2	0	1	1	0	1	0	1
Cog4|AW554810|D8Ertd515e|-|8 E1|8 57.76 cM|protein-coding	98	50	70	50	62	80	59	79
Slc1a6|EAAT4|-|10 C1|10 39.72 cM|protein-coding	20	18	34	21	18	20	19	26
Ell2|-|-|13|13 C1|protein-coding	4	3	0	1	2	2	1	1
Abca13|9830132L24|A930002G16Rik|AI956815|-|11|11 A1|protein-coding	0	0	0	0	0	1	0	0
Efhd2|2600015J22Rik|AA408606|D4Wsu27e|-|4 E1|4 74.75 cM|protein-coding	118	55	74	61	71	98	73	79
Defb47|Defb41|EG654465|-|14 D1|14|protein-coding	0	0	0	1	0	1	0	1
Tex19.1|2410081M02Rik|Tex19|Tex19a|mTex19.1|-|11|11 E2|protein-coding	0	0	0	0	0	0	0	0
Sytl1|9030417L18|PSGL-1|Slp1|-|4|4 D2.3|protein-coding	2	0	2	1	5	2	2	2
1810010D01Rik|Gm2572|-|7 F5|7|ncRNA	0	0	0	0	0	0	0	0
Tceal5|6430401A05Rik|-|X|X F1|protein-coding	4	6	9	6	4	15	3	6
Olfr1228|MOR233-1|-|2|2 E1|protein-coding	0	0	0	0	0	0	0	0
Dtx2|2610524D08Rik|AA408415|AU022494|Deltex2|-|5|5 G2|protein-coding	53	34	52	39	58	57	35	53
Mir7664|Gm28015|mmu-mir-7664|-|2|2 A3|ncRNA	0	0	0	0	0	0	0	0
Olfr248|MOR267-7|Olfr248-ps1|Olfr415|-|1|1 H3|protein-coding	0	0	0	0	0	0	0	0
Itgad|Cd11d|-|7|7 F3|protein-coding	0	0	0	0	0	0	0	0
Pla2g4f|4732472I07Rik|Gm647|Pla2zeta|-|2|2 E5|protein-coding	0	0	0	0	0	0	0	0
Ccdc103|1700039D13Rik|-|11|11 E1|protein-coding	31	20	28	28	24	33	16	25
Tubgcp6|AI843275|D430023H11|GCP-6|mKIAA1669|-|15|15 E3|protein-coding	6	5	7	10	6	9	4	9
Oat|AI194874|rhg|-|7 F3|7 76.3 cM|protein-coding	103	91	93	93	138	148	89	94
Sh2d5|BC036961|-|4|4 D3|protein-coding	1	3	2	2	1	1	3	1
Stag2|9230105L23Rik|B230112I07Rik|SA-2|SAP2|-|X|X A4|protein-coding	21	15	25	27	32	39	23	20
Dmxl2|6330586A12|6430411K14Rik|E130119P06Rik|mKIAA0856|-|9|9 A5.3|protein-coding	9	9	18	5	14	10	13	16
U90926|-|-|5|5 E2|ncRNA	0	0	1	0	0	0	0	0
Fbxw14|AU045528|E330009N23Rik|Fbx12|Fbxo12|-|9|9 F2|protein-coding	0	0	0	0	0	0	0	0
1700052I22Rik|-|-|12|12 C3|ncRNA	0	0	0	0	0	0	0	0
Efcab10|4930504H06Rik|-|12|12 A3|protein-coding	112	92	105	75	98	108	66	77
Kdr|6130401C07|Flk-1|Flk1|Krd-1|Ly73|VEGFR-2|VEGFR2|sVEGFR-2|-|5 C3.3|5 40.23 cM|protein-coding	3	4	7	3	0	0	1	1
Rnf25|0610009H16Rik|AO7|-|1|1 C3|protein-coding	33	20	45	33	40	38	23	31
Fbxo4|1700096C12Rik|AI851261|AW494535|Fbx4|-|15|15 A1|protein-coding	9	7	1	5	10	3	4	10
AU018091|-|-|7|7 A1|protein-coding	0	0	0	0	0	0	1	0
Prdm15|C21orf83|E130018M06Rik|ORF62|Zfp298|-|16|16 C4|protein-coding	5	1	3	2	4	4	6	4
Zfp959|-|-|17|17 D|protein-coding	5	1	7	4	2	4	2	2
Gm13124|OTTMUSG00000010546|-|4|4 E1|protein-coding	0	0	0	0	0	0	0	0
Olfr370|MOR267-16|MOR26716|-|8|8 C2|protein-coding	0	0	0	0	0	0	0	0
Arid3b|Bdp|Dri2|-|9|9 B|protein-coding	1	0	0	0	1	3	1	1
Olfr862|MOR146-1|-|9|9 A3|protein-coding	0	0	0	0	0	0	0	0
Sh3bp4|AI594717|AW227605|BOG25|-|1|1 D|protein-coding	23	12	13	16	12	17	11	17
Tmem38a|1110001E17Rik|AI413399|TRIC-A|mg33a|-|8|8 B3.3|protein-coding	142	78	127	115	135	139	111	136
Med13l|2210413I17Rik|6330591G05Rik|9030618F05Rik|Thrap2|Trap240L|mKIAA1025|-|5|5 F|protein-coding	11	6	8	8	7	10	1	4
Umps|1700095D23Rik|AA408257|AL033308|BB164745|-|16|16 B3|protein-coding	56	44	63	45	41	68	50	63
Lce3d|ENSMUSG00000043472|Gm9782|-|3|3 F1|protein-coding	0	0	0	0	0	0	0	0
Pabpc6|4932702K14Rik|AI428050|Pabpc3|-|17|17 A1|protein-coding	0	0	0	0	0	0	0	0
Chrnb1|Achr-2|Acrb|-|11 B3|11 42.87 cM|protein-coding	55	44	47	48	49	58	50	38
Olfr361|MOR159-3|-|2|2 B|protein-coding	0	0	0	0	0	0	0	0
Ccl25|A130072A22Rik|AI852536|CKb15|Scya25|TECK|-|8 A1.1|8 2.01 cM|protein-coding	52	52	59	51	61	46	46	57
Tor4a|A830007P12Rik|-|2|2 A3|protein-coding	41	33	29	32	34	49	27	39
Tcp10b|D17Leh66B|D17Leh66ba|T66B-a|Tcp-10b|Tcp-10bt|-|17 A1|17 7.8 cM|protein-coding	0	0	0	0	0	0	0	0
Doc2b|-|-|11|11 B5|protein-coding	0	0	0	1	0	0	0	0
Atp10d|9830145H18Rik|ATPVD|D5Buc24e|-|5|5 C3.2|protein-coding	59	43	49	48	28	40	41	42
Vmn1r51|V1R|V1r1|V1ra1|VN12|mV1R1|-|6|6 D1|protein-coding	0	0	0	0	0	0	0	0
Slc35g1|AA590464|D330039I19Rik|Tmem20|-|19|19 C3|protein-coding	5	4	4	7	7	5	11	2
Eny2|1810057B09Rik|6720481I12|DC6|Ey2|-|15|15 B3.2|protein-coding	166	87	135	140	119	155	115	108
AU023762|-|-|9 F3|9|ncRNA	0	0	0	0	0	0	0	0
Zscan2|Zfp-29|Zfp29|-|7 D3|7 45.71 cM|protein-coding	0	0	0	1	0	0	0	0
Mir135a-1|Mir135a01|Mirn135|Mirn135a-1|mir-135a-1|-|9|9 F1|ncRNA	0	0	0	0	0	0	0	0
Mpi|1110002E17Rik|AI315153|Mpi-1|Mpi1|-|9 B|9 31.05 cM|protein-coding	37	26	30	22	50	38	35	36
Ndufb4|0610006N12Rik|1300010H20Rik|-|16|16 B3|protein-coding	15	12	13	12	6	13	17	13
Tmem80|5530601I19Rik|-|7|7 F5|protein-coding	35	24	32	29	32	38	36	27
Hspb3|2310035K17Rik|AI844863|Hsbp3|spb3|-|13|13 D2.2|protein-coding	0	0	0	0	0	0	0	0
Gm21057|-|-|7 D2|7|ncRNA	0	0	0	0	0	0	0	0
Acp1|4632432E04Rik|AI427468|Acp-1|LMW-PTP|Lmptp|-|12|12 A2|protein-coding	53	45	64	56	51	47	48	46
Tcaf1|2810407D09Rik|3321401G04Rik|A230020K05Rik|AI848529|Fam115a|-|6 B2.1|6|protein-coding	2	4	0	1	1	3	1	0
B2m|Ly-m11|beta2-m|beta2m|-|2 E5|2 60.55 cM|protein-coding	3314	2665	779	866	3177	3563	944	1325
Mir291a|Mirn291a|mir-291a|-|7 A1|7|ncRNA	0	0	0	0	0	0	0	0
Gm9268|EG668612|Vmn2r64|-|7|7 B3|protein-coding	1	0	0	0	0	0	0	0
Aif1l|2810003C17Rik|AI043124|C87647|Iba2|-|2|2 B|protein-coding	4	3	2	7	0	6	5	3
Olfr414|MOR103-10|-|1|1 H3|protein-coding	0	0	0	0	0	0	0	0
Alkbh3|1700108H04Rik|1810020C19Rik|Abh3|mABH3|-|2|2 E1|protein-coding	60	37	44	36	37	40	44	46
Mir6924|mmu-mir-6924|-|11|11 B3|ncRNA	0	0	0	0	0	0	0	0
Ggct|A030007L17Rik|AA673177|Gctg|Ggc|-|6 B3|6 27.26 cM|protein-coding	18	16	7	5	17	19	11	6
Gm12018|OTTMUSG00000005202|-|11|11 A3.1|ncRNA	0	0	0	0	0	0	0	0
Mageb1|MAGE-Xp|Mage-b1|Mage-rs1|Magel1|Smage1|dam1|-|X C2|X 40.59 cM|protein-coding	0	0	0	0	0	0	0	0
Lsm14b|9430078B04|BC040823|-|2|2 H4|protein-coding	19	4	15	9	12	7	9	8
Mlxipl|ChREBP|Mlx|WS-bHLH|Wbscr14|bHLHd14|-|5|5 G2|protein-coding	0	2	0	1	2	2	0	0
4933406M09Rik|-|-|1|1 E4|protein-coding	0	0	0	0	0	0	0	0
Pik3cb|1110001J02Rik|AI447572|p110beta|-|9|9 E3.3|protein-coding	22	10	19	18	19	17	20	11
Igsf21|BC055811|Gm141|-|4|4 D3|protein-coding	1	1	4	1	2	1	1	3
Mei4|4930486G11Rik|-|9|9 E1|protein-coding	0	0	0	0	0	0	0	0
BB019430|-|-|10 B4|10|ncRNA	0	0	0	0	0	0	0	0
Mir6899|Gm27384|mmu-mir-6899|-|1|1 C2|ncRNA	0	0	0	0	0	1	0	1
Ptges|2410099E23Rik|D2Ertd369e|Pges|mPGES|mPGES-1|-|2 B|2 21.75 cM|protein-coding	44	46	20	37	21	23	15	20
Mir6415|Gm27714|mmu-mir-6415|-|5|5 E2|ncRNA	0	0	0	0	0	0	0	0
Cdc42ep4|1500041M20Rik|Borg4|CEP4|-|11|11 E2|protein-coding	45	20	35	37	47	29	22	32
Slc35f5|1300003P13Rik|AI646727|-|1|1 E2.3|protein-coding	30	23	28	21	26	36	25	22
Zfp866|9830167H18Rik|AI875089|C85843|D330038O06Rik|-|8|8 B3.3|protein-coding	5	3	4	4	9	4	7	4
Ahdc1|D030015G18Rik|-|4|4 D2.3|protein-coding	6	0	5	2	3	1	2	2
Nme2|NM23-H2|NM23B|nm23-M2|-|11|11 D|protein-coding	568	366	414	422	487	616	405	417
Atp13a3|AU022875|Gm1745|Gm541|Gm542|-|16|16 B2|protein-coding	62	32	48	45	43	69	39	52
Akr1b3|ALR2|AR|Ahr-1|Ahr1|Akr1b1|Aldor1|Aldr1|-|6 14.87 cM|6 B1|protein-coding	12	16	11	14	15	15	15	10
Krt10|D130054E02Rik|K10|K1C1|Krt-1.10|Krt1-10|-|11 D|11 62.92 cM|protein-coding	29	29	21	24	30	23	19	25
Rhox3f|OTTMUSG00000017155|Rhox3.6|Rhox3e|-|X|X A3.3|protein-coding	0	0	0	0	0	0	0	0
Cyp3a11|AI256190|Cyp3a|IIIAm1|Pcn|-|5 G2|5 85.17 cM|protein-coding	0	0	0	0	0	0	0	0
Gm3776|-|-|9 E1|9|protein-coding	18	10	10	13	19	20	14	18
Fbxw21|E330009P21Rik|-|9|9 F2|protein-coding	0	0	1	0	0	0	0	0
Trio|6720464I07Rik|AA408740|Solo|-|15|15 B1|protein-coding	7	7	2	6	5	5	1	7
Mfrp|rd6|-|9 A5.1|9 24.6 cM|protein-coding	299	148	241	246	293	397	294	297
Ugt2b5|AI118071|M-1|Udpgt-3|Udpgt2b5|Ugt2b17|-|5|5 E1|protein-coding	1	3	2	2	2	3	1	2
4930521E06Rik|-|-|1|1 C1.1|ncRNA	0	0	0	0	0	0	0	0
Dkk3|AW061014|C87148|-|7|7 F1|protein-coding	44	41	13	15	31	17	12	24
Mrgprb5|Mgrg11|MrgB5|-|7|7 B4|protein-coding	0	0	0	0	0	0	0	0
Gp9|Cd42|GPIX|-|6 D1|6 39.13 cM|protein-coding	0	0	0	1	0	0	0	0
Snx21|5730407K14Rik|AI481716|-|2|2 H3|protein-coding	31	19	22	22	24	22	18	17
Lmbr1l|1110013E13Rik|AA415653|D15Ertd735e|Limr|-|15 F1|15 55.1 cM|protein-coding	2	1	2	1	3	10	4	0
Olfr10|GA_x6K02T2QP88-6117098-6116163|L45|MOR256-55|-|11|11 B1.2|protein-coding	0	0	0	0	0	0	0	0
Gm15350|OTTMUSG00000020611|-|8 A1.1|8 5.73 cM|ncRNA	0	0	0	0	0	0	0	0
Gm11992|OTTMUSG00000005148|-|11|11 A1|protein-coding	10	8	12	7	9	16	11	16
Olfr1272|MOR227-3|-|2|2 E1|protein-coding	0	0	0	0	0	0	0	0
Strc|DFNB16|-|2|2 E5|protein-coding	1	0	0	0	0	0	0	0
Rfng|-|-|11 E2|11 84.53 cM|protein-coding	44	21	45	41	51	49	37	55
Rgl3|1300003D20Rik|mFLJ00153|-|9|9 A3|protein-coding	6	6	1	4	5	4	1	2
Nom1|D5Kng1|Gm1040|-|5 B1|5 15.0 cM|protein-coding	21	12	10	15	21	18	10	10
Krtap4-8|OTTMUSG00000002541|-|11 D|11|protein-coding	0	0	0	0	0	0	0	0
Gm15107|OTTMUSG00000019001|Ott-like|-|X F2|X|protein-coding	0	0	0	0	0	0	0	0
Fgfr1op2|1500031J01Rik|-|6|6 G3|protein-coding	107	60	72	51	83	81	79	73
Dsp|2300002E22Rik|5730453H04Rik|AA407887|AA407888|AW109828|DP|rul|-|13|13 A3.3|protein-coding	9	6	7	10	10	8	1	14
Krt222|6330509G02Rik|-|11|11 D|protein-coding	0	1	0	0	0	0	0	0
Gm13752|OTTMUSG00000013925|-|2 C3|2 48.12 cM|ncRNA	0	0	0	0	0	0	0	0
Fkbp8|38kDa|FKBP-38|FKBP-8|Fkbp38|-|8|8 B3.3|protein-coding	552	307	392	375	422	517	389	411
Vpreb1|CD179a|Vpreb-1|-|16 A3|16 10.46 cM|protein-coding	21	12	15	21	20	12	23	22
Leng8|AW049671|-|7|7 A1|protein-coding	9	10	8	8	9	14	6	12
Igfbp2|AI255832|IBP-2|Igfbp-2|mIGFBP-2|-|1 C3|1 36.94 cM|protein-coding	20152	14251	20500	17656	20536	26141	19414	21744
Myo1f|C330006B10Rik|-|17 B1|17 17.98 cM|protein-coding	3	3	9	4	4	3	3	2
Gstt2|AI266894|Yrs|mGSTT2|-|10 C1|10 38.58 cM|protein-coding	19	13	19	19	24	19	13	12
Rgsl1|4930415K13Rik|Gm202|Rgsl2|-|1|1 G3|protein-coding	0	0	0	0	0	0	0	0
Mir709|Mirn709|mir-709|mmu-mir-709|-|8 C2|8|ncRNA	0	0	0	0	0	0	0	0
Kirrel2|C330019F22Rik|NEPH3|NLG1|-|7|7 B1|protein-coding	0	0	0	0	0	0	0	0
Rcor2|1A13|AW122124|CoREST|Rcor|Rcor1|-|19|19 A|protein-coding	2	0	0	0	0	4	1	0
Mia|CD-RAP|Cdrap|Mia1|-|7 A3|7 15.84 cM|protein-coding	59	56	51	56	45	68	57	65
Ormdl2|0610012C09Rik|-|10|10 D3|protein-coding	178	137	136	112	156	164	121	140
Crtac1|2810454P21Rik|AW047536|Crtac1B|Lotus|-|19|19 C3|protein-coding	0	0	0	0	0	0	0	0
Btg2|AA959598|APRO1|Pc3|TIS21|-|1 E4|1 58.1 cM|protein-coding	66	44	70	49	63	81	41	63
Pacsin1|A830061D09Rik|H74|mKIAA1379|syndapin|-|17|17 A3.3|protein-coding	4	2	1	3	4	4	2	5
Tubb4b|4930542G03Rik|Tubb2c|Tubb2c1|-|2|2 A3|protein-coding	1325	836	1115	968	1195	1577	1018	1125
1600025M17Rik|Gm394|-|X|X A6|ncRNA	0	0	0	0	0	0	0	0
Laptm5|E3|-|4|4 D2.2|protein-coding	12	11	5	5	19	9	8	11
Hsd17b3|-|-|13|13 B3|protein-coding	0	0	0	0	0	0	0	0
Fam131c|Gm693|-|4|4 D3|protein-coding	0	0	0	0	0	0	1	0
Zfand2b|1110060O18Rik|C81256|-|1|1 C4|protein-coding	60	38	46	41	46	40	47	46
Chil6|BYm|Chil8|-|3|3 F2.3|protein-coding	0	0	0	0	1	1	1	0
Comtd1|1810030M08Rik|MT773|-|14|14 A3|protein-coding	66	31	65	57	62	62	61	56
Cdk5rap1|2310066P17Rik|-|2|2 H1|protein-coding	6	6	7	4	5	9	5	2
Gdf15|MIC-1|NAG-1|SBF|-|8|8 B3.3|protein-coding	63	42	62	50	59	72	79	110
Arhgap36|1100001E04Rik|rho-gap|-|X|X A5|protein-coding	0	0	0	0	0	0	0	0
Pamr1|5930437L24|E430002G05Rik|Ramp|-|2|2 E2|protein-coding	3	1	1	1	3	0	0	0
Josd2|1110007C05Rik|-|7|7 B3|protein-coding	155	114	107	122	133	151	99	103
Mettl16|2610100D03Rik|2810013M15Rik|A830095F14Rik|AI846133|Mett10d|-|11|11 B5|protein-coding	48	25	37	35	43	53	26	46
Fbxo18|AU015756|Fbh1|Fbx18|-|2|2 A1|protein-coding	37	34	34	32	28	42	42	40
Zfp583|BC056221|Znf583|-|7|7 A1|protein-coding	0	0	1	3	1	1	1	1
Trim31|BC026666|HCG1|HCGI|RNF|-|17|17 B1|protein-coding	0	0	0	0	0	0	0	0
Cdc42ep3|3200001F04Rik|AA986861|Borg2|Cep3|UB1|-|17|17 E3|protein-coding	13	6	7	8	8	14	5	12
Olfr508|MOR204-6|-|7|7 E3|protein-coding	0	0	0	0	0	0	0	0
Itgax|AI449405|Cd11c|Cr4|N418|-|7|7 F3|protein-coding	0	0	0	0	3	2	0	0
9030404E10Rik|-|-|16|16 B2|ncRNA	0	0	0	0	0	0	0	0
B230323A14Rik|-|-|9|9 D|ncRNA	0	0	0	0	0	0	0	0
Csnk2a1|Csnk2a1-rs4|-|2|2 G3|protein-coding	34	18	24	24	19	26	11	22
Tob1|Tob|Trob|-|11|11 D|protein-coding	22	22	20	24	15	21	16	20
Vmn2r109|EG627814|-|17|17 A3.2|protein-coding	0	0	0	0	0	0	0	0
Ccni|-|-|5|5 E2|protein-coding	168	97	124	145	86	121	97	105
Ptchd3|4930451E13Rik|4933440L20Rik|RNDEu-3|-|11|11 E2|protein-coding	0	0	0	0	0	0	0	0
Mir1946a|mmu-mir-1946a|-|16 B2|16 22.49 cM|ncRNA	0	0	0	0	0	0	0	0
Art2b|ART2.2|ARTC2|Art|Ly92b|Rt-6|Rt6|Rt6-2|-|7 E2|7 54.61 cM|protein-coding	0	0	0	0	0	0	0	0
Vwa2|Amaco|-|19|19 D2|protein-coding	0	0	0	0	0	0	0	0
Dnah2|2900022L05Rik|4930564A01|D130094J20|D330014H01Rik|Dnahc2|Dnhd3|-|11 B3|11 42.63 cM|protein-coding	0	0	0	1	1	2	0	0
Trim7|AI790312|-|11|11 B1.2|protein-coding	4	1	3	2	1	6	4	2
Vsig4|A530061A11|BC025105|CRIg|Z39IG|-|X|X C3|protein-coding	0	0	0	0	0	0	0	0
Ang2|Angrp|Raa3|Rnase5b|-|14|14 C1|protein-coding	0	2	2	0	3	0	0	0
